challenge_id,v103_id,lead_index,different_samples,max_absolute_digital_difference,mean_digital_difference,std_digital_difference,correlation
2507,2507,7,0,0,0.0,0.0,0.9999999999999998
2507,2507,8,0,0,0.0,0.0,0.9999999999999998
2507,2507,9,0,0,0.0,0.0,0.9999999999999999
2507,2507,10,0,0,0.0,0.0,1.0
2507,2507,11,0,0,0.0,0.0,1.0
11816,11816,0,0,0,0.0,0.0,0.9999999999999998
11816,11816,1,0,0,0.0,0.0,1.0
11816,11816,2,0,0,0.0,0.0,1.0
11816,11816,3,0,0,0.0,0.0,0.9999999999999999
11816,11816,4,0,0,0.0,0.0,1.0
11816,11816,5,0,0,0.0,0.0,1.0
11816,11816,6,0,0,0.0,0.0,1.0
11816,11816,7,0,0,0.0,0.0,0.9999999999999998
11816,11816,8,0,0,0.0,0.0,1.0
11816,11816,9,0,0,0.0,0.0,1.0
11816,11816,10,0,0,0.0,0.0,1.0
11816,11816,11,0,0,0.0,0.0,0.9999999999999999
3802,3802,0,0,0,0.0,0.0,1.0
3802,3802,1,0,0,0.0,0.0,1.0
3802,3802,2,0,0,0.0,0.0,1.0
3802,3802,3,0,0,0.0,0.0,1.0
3802,3802,4,0,0,0.0,0.0,1.0
3802,3802,5,0,0,0.0,0.0,1.0
3802,3802,6,0,0,0.0,0.0,1.0
3802,3802,7,0,0,0.0,0.0,1.0
3802,3802,8,0,0,0.0,0.0,0.9999999999999999
3802,3802,9,0,0,0.0,0.0,1.0
3802,3802,10,0,0,0.0,0.0,1.0
3802,3802,11,0,0,0.0,0.0,0.9999999999999998
101,101,0,0,0,0.0,0.0,1.0
101,101,1,0,0,0.0,0.0,1.0
101,101,2,0,0,0.0,0.0,0.9999999999999999
101,101,3,0,0,0.0,0.0,1.0
101,101,4,0,0,0.0,0.0,1.0
101,101,5,0,0,0.0,0.0,0.9999999999999998
101,101,6,0,0,0.0,0.0,1.0
101,101,7,0,0,0.0,0.0,0.9999999999999998
101,101,8,0,0,0.0,0.0,0.9999999999999998
101,101,9,0,0,0.0,0.0,1.0
101,101,10,0,0,0.0,0.0,1.0
101,101,11,0,0,0.0,0.0,1.0
151,151,0,0,0,0.0,0.0,1.0
151,151,1,0,0,0.0,0.0,0.9999999999999998
151,151,2,0,0,0.0,0.0,1.0
151,151,3,0,0,0.0,0.0,1.0
151,151,4,0,0,0.0,0.0,0.9999999999999999
151,151,5,0,0,0.0,0.0,1.0
151,151,6,0,0,0.0,0.0,0.9999999999999999
151,151,7,0,0,0.0,0.0,1.0
151,151,8,0,0,0.0,0.0,0.9999999999999999
151,151,9,0,0,0.0,0.0,1.0
151,151,10,0,0,0.0,0.0,1.0
151,151,11,0,0,0.0,0.0,0.9999999999999998
1978,1978,0,0,0,0.0,0.0,1.0
1978,1978,1,0,0,0.0,0.0,1.0
1978,1978,2,0,0,0.0,0.0,1.0
1978,1978,3,0,0,0.0,0.0,1.0
1978,1978,4,0,0,0.0,0.0,1.0
1978,1978,5,0,0,0.0,0.0,0.9999999999999999
1978,1978,6,0,0,0.0,0.0,1.0
1978,1978,7,0,0,0.0,0.0,0.9999999999999998
1978,1978,8,0,0,0.0,0.0,1.0
1978,1978,9,0,0,0.0,0.0,1.0
1978,1978,10,0,0,0.0,0.0,1.0
1978,1978,11,0,0,0.0,0.0,1.0
2594,2594,0,0,0,0.0,0.0,0.9999999999999998
2594,2594,1,0,0,0.0,0.0,0.9999999999999998
2594,2594,2,0,0,0.0,0.0,0.9999999999999998
2594,2594,3,0,0,0.0,0.0,1.0
2594,2594,4,0,0,0.0,0.0,1.0
2594,2594,5,0,0,0.0,0.0,1.0
2594,2594,6,0,0,0.0,0.0,1.0
2594,2594,7,0,0,0.0,0.0,1.0
2594,2594,8,0,0,0.0,0.0,1.0
2594,2594,9,0,0,0.0,0.0,1.0
2594,2594,10,0,0,0.0,0.0,0.9999999999999999
2594,2594,11,0,0,0.0,0.0,1.0
3052,3052,0,0,0,0.0,0.0,1.0
3052,3052,1,0,0,0.0,0.0,1.0
3052,3052,2,0,0,0.0,0.0,1.0
3052,3052,3,0,0,0.0,0.0,0.9999999999999999
3052,3052,4,0,0,0.0,0.0,1.0
3052,3052,5,0,0,0.0,0.0,1.0
3052,3052,6,0,0,0.0,0.0,1.0
3052,3052,7,0,0,0.0,0.0,1.0
3052,3052,8,0,0,0.0,0.0,1.0
3052,3052,9,0,0,0.0,0.0,1.0
3052,3052,10,0,0,0.0,0.0,1.0
3052,3052,11,0,0,0.0,0.0,1.0
5168,5168,0,0,0,0.0,0.0,0.9999999999999999
5168,5168,1,0,0,0.0,0.0,1.0
5168,5168,2,0,0,0.0,0.0,1.0
5168,5168,3,0,0,0.0,0.0,1.0
5168,5168,4,0,0,0.0,0.0,0.9999999999999998
5168,5168,5,0,0,0.0,0.0,1.0
5168,5168,6,0,0,0.0,0.0,1.0
5168,5168,7,0,0,0.0,0.0,0.9999999999999999
5168,5168,8,0,0,0.0,0.0,0.9999999999999999
5168,5168,9,0,0,0.0,0.0,1.0
5168,5168,10,0,0,0.0,0.0,0.9999999999999999
5168,5168,11,0,0,0.0,0.0,1.0
6275,6275,0,0,0,0.0,0.0,1.0
6275,6275,1,0,0,0.0,0.0,0.9999999999999999
6275,6275,2,0,0,0.0,0.0,1.0
6275,6275,3,0,0,0.0,0.0,1.0
6275,6275,4,0,0,0.0,0.0,1.0
6275,6275,5,0,0,0.0,0.0,0.9999999999999999
6275,6275,6,0,0,0.0,0.0,1.0
6275,6275,7,0,0,0.0,0.0,1.0
6275,6275,8,0,0,0.0,0.0,1.0
6275,6275,9,0,0,0.0,0.0,0.9999999999999998
6275,6275,10,0,0,0.0,0.0,1.0
6275,6275,11,0,0,0.0,0.0,1.0
7786,7786,0,0,0,0.0,0.0,0.9999999999999998
7786,7786,1,0,0,0.0,0.0,1.0
7786,7786,2,0,0,0.0,0.0,1.0
7786,7786,3,0,0,0.0,0.0,1.0
7786,7786,4,0,0,0.0,0.0,1.0
7786,7786,5,0,0,0.0,0.0,0.9999999999999999
7786,7786,6,0,0,0.0,0.0,1.0
7786,7786,7,0,0,0.0,0.0,1.0
7786,7786,8,0,0,0.0,0.0,0.9999999999999999
7786,7786,9,0,0,0.0,0.0,1.0
7786,7786,10,0,0,0.0,0.0,0.9999999999999999
7786,7786,11,0,0,0.0,0.0,1.0
8317,8317,0,0,0,0.0,0.0,1.0
8317,8317,1,0,0,0.0,0.0,1.0
8317,8317,2,0,0,0.0,0.0,1.0
8317,8317,3,0,0,0.0,0.0,1.0
8317,8317,4,0,0,0.0,0.0,1.0
8317,8317,5,0,0,0.0,0.0,1.0
8317,8317,6,0,0,0.0,0.0,0.9999999999999998
8317,8317,7,0,0,0.0,0.0,1.0
8317,8317,8,0,0,0.0,0.0,1.0
8317,8317,9,0,0,0.0,0.0,1.0
8317,8317,10,0,0,0.0,0.0,1.0
8317,8317,11,0,0,0.0,0.0,0.9999999999999998
8867,8867,0,0,0,0.0,0.0,1.0
8867,8867,1,0,0,0.0,0.0,1.0
8867,8867,2,0,0,0.0,0.0,1.0
8867,8867,3,0,0,0.0,0.0,1.0
8867,8867,4,0,0,0.0,0.0,1.0
8867,8867,5,0,0,0.0,0.0,0.9999999999999998
8867,8867,6,0,0,0.0,0.0,1.0
8867,8867,7,0,0,0.0,0.0,1.0
8867,8867,8,0,0,0.0,0.0,1.0
8867,8867,9,0,0,0.0,0.0,1.0
8867,8867,10,0,0,0.0,0.0,0.9999999999999998
8867,8867,11,0,0,0.0,0.0,1.0
9637,9637,0,0,0,0.0,0.0,1.0
9637,9637,1,0,0,0.0,0.0,1.0
9637,9637,2,0,0,0.0,0.0,1.0
9637,9637,3,0,0,0.0,0.0,1.0
9637,9637,4,0,0,0.0,0.0,1.0
9637,9637,5,0,0,0.0,0.0,1.0
9637,9637,6,0,0,0.0,0.0,0.9999999999999998
9637,9637,7,0,0,0.0,0.0,1.0
9637,9637,8,0,0,0.0,0.0,1.0
9637,9637,9,0,0,0.0,0.0,0.9999999999999998
9637,9637,10,0,0,0.0,0.0,1.0
9637,9637,11,0,0,0.0,0.0,1.0
9738,9738,0,0,0,0.0,0.0,1.0
9738,9738,1,0,0,0.0,0.0,1.0
9738,9738,2,0,0,0.0,0.0,0.9999999999999999
9738,9738,3,0,0,0.0,0.0,1.0
9738,9738,4,0,0,0.0,0.0,0.9999999999999999
9738,9738,5,0,0,0.0,0.0,0.9999999999999998
9738,9738,6,0,0,0.0,0.0,0.9999999999999998
9738,9738,7,0,0,0.0,0.0,1.0
9738,9738,8,0,0,0.0,0.0,1.0
9738,9738,9,0,0,0.0,0.0,1.0
9738,9738,10,0,0,0.0,0.0,1.0
9738,9738,11,0,0,0.0,0.0,1.0
9962,9962,0,0,0,0.0,0.0,1.0
9962,9962,1,0,0,0.0,0.0,1.0
9962,9962,2,0,0,0.0,0.0,1.0
9962,9962,3,0,0,0.0,0.0,1.0
9962,9962,4,0,0,0.0,0.0,1.0
9962,9962,5,0,0,0.0,0.0,1.0
9962,9962,6,0,0,0.0,0.0,1.0
9962,9962,7,0,0,0.0,0.0,1.0
9962,9962,8,0,0,0.0,0.0,1.0
9962,9962,9,0,0,0.0,0.0,1.0
9962,9962,10,0,0,0.0,0.0,1.0
9962,9962,11,0,0,0.0,0.0,1.0
10084,10084,0,0,0,0.0,0.0,1.0
10084,10084,1,0,0,0.0,0.0,0.9999999999999999
10084,10084,2,0,0,0.0,0.0,0.9999999999999999
10084,10084,3,0,0,0.0,0.0,1.0
10084,10084,4,0,0,0.0,0.0,1.0
10084,10084,5,0,0,0.0,0.0,1.0
10084,10084,6,0,0,0.0,0.0,1.0
10084,10084,7,0,0,0.0,0.0,1.0
10084,10084,8,0,0,0.0,0.0,1.0
10084,10084,9,0,0,0.0,0.0,1.0
10084,10084,10,0,0,0.0,0.0,1.0
10084,10084,11,0,0,0.0,0.0,0.9999999999999999
11307,11307,0,0,0,0.0,0.0,0.9999999999999999
11307,11307,1,0,0,0.0,0.0,1.0
11307,11307,2,0,0,0.0,0.0,1.0
11307,11307,3,0,0,0.0,0.0,1.0
11307,11307,4,0,0,0.0,0.0,1.0
11307,11307,5,0,0,0.0,0.0,1.0
11307,11307,6,0,0,0.0,0.0,1.0
11307,11307,7,0,0,0.0,0.0,1.0
11307,11307,8,0,0,0.0,0.0,0.9999999999999999
11307,11307,9,0,0,0.0,0.0,0.9999999999999998
11307,11307,10,0,0,0.0,0.0,1.0
11307,11307,11,0,0,0.0,0.0,1.0
12718,12718,0,0,0,0.0,0.0,1.0
12718,12718,1,0,0,0.0,0.0,1.0
12718,12718,2,0,0,0.0,0.0,0.9999999999999999
12718,12718,3,0,0,0.0,0.0,1.0
12718,12718,4,0,0,0.0,0.0,1.0
12718,12718,5,0,0,0.0,0.0,1.0
12718,12718,6,0,0,0.0,0.0,1.0
12718,12718,7,0,0,0.0,0.0,1.0
12718,12718,8,0,0,0.0,0.0,1.0
12718,12718,9,0,0,0.0,0.0,1.0
12718,12718,10,0,0,0.0,0.0,1.0
12718,12718,11,0,0,0.0,0.0,1.0
14263,14263,0,0,0,0.0,0.0,0.9999999999999999
14263,14263,1,0,0,0.0,0.0,1.0
14263,14263,2,0,0,0.0,0.0,1.0
14263,14263,3,0,0,0.0,0.0,1.0
14263,14263,4,0,0,0.0,0.0,1.0
14263,14263,5,0,0,0.0,0.0,1.0
14263,14263,6,0,0,0.0,0.0,1.0
14263,14263,7,0,0,0.0,0.0,1.0
14263,14263,8,0,0,0.0,0.0,1.0
14263,14263,9,0,0,0.0,0.0,1.0
14263,14263,10,0,0,0.0,0.0,1.0
14263,14263,11,0,0,0.0,0.0,1.0
15533,15533,0,0,0,0.0,0.0,1.0
15533,15533,1,0,0,0.0,0.0,1.0
15533,15533,2,0,0,0.0,0.0,1.0
15533,15533,3,0,0,0.0,0.0,1.0
15533,15533,4,0,0,0.0,0.0,0.9999999999999999
15533,15533,5,0,0,0.0,0.0,1.0
15533,15533,6,0,0,0.0,0.0,1.0
15533,15533,7,0,0,0.0,0.0,1.0
15533,15533,8,0,0,0.0,0.0,1.0
15533,15533,9,0,0,0.0,0.0,1.0
15533,15533,10,0,0,0.0,0.0,0.9999999999999999
15533,15533,11,0,0,0.0,0.0,1.0
16312,16312,0,0,0,0.0,0.0,0.9999999999999999
16312,16312,1,0,0,0.0,0.0,1.0
16312,16312,2,0,0,0.0,0.0,1.0
16312,16312,3,0,0,0.0,0.0,0.9999999999999998
16312,16312,4,0,0,0.0,0.0,1.0
16312,16312,5,0,0,0.0,0.0,1.0
16312,16312,6,0,0,0.0,0.0,0.9999999999999998
16312,16312,7,0,0,0.0,0.0,1.0
16312,16312,8,0,0,0.0,0.0,1.0
16312,16312,9,0,0,0.0,0.0,1.0
16312,16312,10,0,0,0.0,0.0,1.0
16312,16312,11,0,0,0.0,0.0,0.9999999999999999
16783,16783,0,0,0,0.0,0.0,0.9999999999999999
16783,16783,1,0,0,0.0,0.0,1.0
16783,16783,2,0,0,0.0,0.0,1.0
16783,16783,3,0,0,0.0,0.0,0.9999999999999998
16783,16783,4,0,0,0.0,0.0,1.0
16783,16783,5,0,0,0.0,0.0,0.9999999999999999
16783,16783,6,0,0,0.0,0.0,1.0
16783,16783,7,0,0,0.0,0.0,1.0
16783,16783,8,0,0,0.0,0.0,1.0
16783,16783,9,0,0,0.0,0.0,1.0
16783,16783,10,0,0,0.0,0.0,1.0
16783,16783,11,0,0,0.0,0.0,1.0
17259,17259,0,0,0,0.0,0.0,1.0
17259,17259,1,0,0,0.0,0.0,1.0
17259,17259,2,0,0,0.0,0.0,0.9999999999999999
17259,17259,3,0,0,0.0,0.0,1.0
17259,17259,4,0,0,0.0,0.0,0.9999999999999999
17259,17259,5,0,0,0.0,0.0,1.0
17259,17259,6,0,0,0.0,0.0,1.0
17259,17259,7,0,0,0.0,0.0,1.0
17259,17259,8,0,0,0.0,0.0,1.0
17259,17259,9,0,0,0.0,0.0,1.0
17259,17259,10,0,0,0.0,0.0,1.0
17259,17259,11,0,0,0.0,0.0,1.0
19100,19100,0,0,0,0.0,0.0,1.0
19100,19100,1,0,0,0.0,0.0,0.9999999999999999
19100,19100,2,0,0,0.0,0.0,1.0
19100,19100,3,0,0,0.0,0.0,1.0
19100,19100,4,0,0,0.0,0.0,0.9999999999999999
19100,19100,5,0,0,0.0,0.0,1.0
19100,19100,6,0,0,0.0,0.0,1.0
19100,19100,7,0,0,0.0,0.0,0.9999999999999999
19100,19100,8,0,0,0.0,0.0,0.9999999999999999
19100,19100,9,0,0,0.0,0.0,1.0
19100,19100,10,0,0,0.0,0.0,0.9999999999999999
19100,19100,11,0,0,0.0,0.0,1.0
19179,19179,0,0,0,0.0,0.0,1.0
19179,19179,1,0,0,0.0,0.0,1.0
19179,19179,2,0,0,0.0,0.0,0.9999999999999998
19179,19179,3,0,0,0.0,0.0,0.9999999999999999
19179,19179,4,0,0,0.0,0.0,0.9999999999999999
19179,19179,5,0,0,0.0,0.0,1.0
19179,19179,6,0,0,0.0,0.0,1.0
19179,19179,7,0,0,0.0,0.0,1.0
19179,19179,8,0,0,0.0,0.0,0.9999999999999999
19179,19179,9,0,0,0.0,0.0,1.0
19179,19179,10,0,0,0.0,0.0,1.0
19179,19179,11,0,0,0.0,0.0,1.0
20959,20959,0,0,0,0.0,0.0,1.0
20959,20959,1,0,0,0.0,0.0,1.0
20959,20959,2,0,0,0.0,0.0,1.0
20959,20959,3,0,0,0.0,0.0,1.0
20959,20959,4,0,0,0.0,0.0,1.0
20959,20959,5,0,0,0.0,0.0,1.0
20959,20959,6,0,0,0.0,0.0,1.0
20959,20959,7,0,0,0.0,0.0,1.0
20959,20959,8,0,0,0.0,0.0,1.0
20959,20959,9,0,0,0.0,0.0,1.0
20959,20959,10,0,0,0.0,0.0,1.0
20959,20959,11,0,0,0.0,0.0,1.0
658,658,0,0,0,0.0,0.0,1.0
658,658,1,0,0,0.0,0.0,1.0
658,658,2,0,0,0.0,0.0,1.0
658,658,3,0,0,0.0,0.0,1.0
658,658,4,0,0,0.0,0.0,1.0
658,658,5,0,0,0.0,0.0,0.9999999999999999
658,658,6,0,0,0.0,0.0,1.0
658,658,7,0,0,0.0,0.0,1.0
658,658,8,0,0,0.0,0.0,0.9999999999999998
658,658,9,0,0,0.0,0.0,1.0
658,658,10,0,0,0.0,0.0,1.0
658,658,11,0,0,0.0,0.0,1.0
2473,2473,0,0,0,0.0,0.0,0.9999999999999998
2473,2473,1,0,0,0.0,0.0,1.0
2473,2473,2,0,0,0.0,0.0,1.0
2473,2473,3,0,0,0.0,0.0,0.9999999999999998
2473,2473,4,0,0,0.0,0.0,1.0
2473,2473,5,0,0,0.0,0.0,0.9999999999999998
2473,2473,6,0,0,0.0,0.0,0.9999999999999999
2473,2473,7,0,0,0.0,0.0,0.9999999999999999
2473,2473,8,0,0,0.0,0.0,1.0
2473,2473,9,0,0,0.0,0.0,1.0
2473,2473,10,0,0,0.0,0.0,0.9999999999999999
2473,2473,11,0,0,0.0,0.0,0.9999999999999998
2510,2510,0,0,0,0.0,0.0,0.9999999999999999
2510,2510,1,0,0,0.0,0.0,1.0
2510,2510,2,0,0,0.0,0.0,1.0
2510,2510,3,0,0,0.0,0.0,1.0
2510,2510,4,0,0,0.0,0.0,1.0
2510,2510,5,0,0,0.0,0.0,1.0
2510,2510,6,0,0,0.0,0.0,1.0
2510,2510,7,0,0,0.0,0.0,1.0
2510,2510,8,0,0,0.0,0.0,1.0
2510,2510,9,0,0,0.0,0.0,1.0
2510,2510,10,0,0,0.0,0.0,1.0
2510,2510,11,0,0,0.0,0.0,0.9999999999999999
5946,5946,0,0,0,0.0,0.0,1.0
5946,5946,1,0,0,0.0,0.0,1.0
5946,5946,2,0,0,0.0,0.0,1.0
5946,5946,3,0,0,0.0,0.0,1.0
5946,5946,4,0,0,0.0,0.0,1.0
5946,5946,5,0,0,0.0,0.0,1.0
5946,5946,6,0,0,0.0,0.0,1.0
5946,5946,7,0,0,0.0,0.0,0.9999999999999998
5946,5946,8,0,0,0.0,0.0,1.0
5946,5946,9,0,0,0.0,0.0,1.0
5946,5946,10,0,0,0.0,0.0,1.0
5946,5946,11,0,0,0.0,0.0,1.0
8267,8267,0,0,0,0.0,0.0,1.0
8267,8267,1,0,0,0.0,0.0,0.9999999999999998
8267,8267,2,0,0,0.0,0.0,1.0
8267,8267,3,0,0,0.0,0.0,1.0
8267,8267,4,0,0,0.0,0.0,1.0
8267,8267,5,0,0,0.0,0.0,1.0
8267,8267,6,0,0,0.0,0.0,1.0
8267,8267,7,0,0,0.0,0.0,0.9999999999999999
8267,8267,8,0,0,0.0,0.0,1.0
8267,8267,9,0,0,0.0,0.0,1.0
8267,8267,10,0,0,0.0,0.0,0.9999999999999998
8267,8267,11,0,0,0.0,0.0,1.0
10017,10017,0,0,0,0.0,0.0,1.0
10017,10017,1,0,0,0.0,0.0,1.0
10017,10017,2,0,0,0.0,0.0,0.9999999999999999
10017,10017,3,0,0,0.0,0.0,0.9999999999999999
10017,10017,4,0,0,0.0,0.0,1.0
10017,10017,5,0,0,0.0,0.0,1.0
10017,10017,6,0,0,0.0,0.0,1.0
10017,10017,7,0,0,0.0,0.0,1.0
10017,10017,8,0,0,0.0,0.0,1.0
10017,10017,9,0,0,0.0,0.0,1.0
10017,10017,10,0,0,0.0,0.0,1.0
10017,10017,11,0,0,0.0,0.0,0.9999999999999998
12849,12849,0,0,0,0.0,0.0,1.0
12849,12849,1,0,0,0.0,0.0,0.9999999999999999
12849,12849,2,0,0,0.0,0.0,1.0
12849,12849,3,0,0,0.0,0.0,1.0
12849,12849,4,0,0,0.0,0.0,1.0
12849,12849,5,0,0,0.0,0.0,1.0
12849,12849,6,0,0,0.0,0.0,1.0
12849,12849,7,0,0,0.0,0.0,1.0
12849,12849,8,0,0,0.0,0.0,1.0
12849,12849,9,0,0,0.0,0.0,1.0
12849,12849,10,0,0,0.0,0.0,1.0
12849,12849,11,0,0,0.0,0.0,0.9999999999999998
15838,15838,0,0,0,0.0,0.0,1.0
15838,15838,1,0,0,0.0,0.0,1.0
15838,15838,2,0,0,0.0,0.0,1.0
15838,15838,3,0,0,0.0,0.0,1.0
15838,15838,4,0,0,0.0,0.0,1.0
15838,15838,5,0,0,0.0,0.0,0.9999999999999998
15838,15838,6,0,0,0.0,0.0,1.0
15838,15838,7,0,0,0.0,0.0,1.0
15838,15838,8,0,0,0.0,0.0,0.9999999999999999
15838,15838,9,0,0,0.0,0.0,0.9999999999999998
15838,15838,10,0,0,0.0,0.0,0.9999999999999999
15838,15838,11,0,0,0.0,0.0,1.0
12722,12722,0,0,0,0.0,0.0,1.0
12722,12722,1,0,0,0.0,0.0,0.9999999999999998
12722,12722,2,0,0,0.0,0.0,1.0
12722,12722,3,0,0,0.0,0.0,0.9999999999999999
12722,12722,4,0,0,0.0,0.0,1.0
12722,12722,5,0,0,0.0,0.0,0.9999999999999998
12722,12722,6,0,0,0.0,0.0,1.0
12722,12722,7,0,0,0.0,0.0,1.0
12722,12722,8,0,0,0.0,0.0,0.9999999999999999
12722,12722,9,0,0,0.0,0.0,1.0
12722,12722,10,0,0,0.0,0.0,
12722,12722,11,0,0,0.0,0.0,1.0
137,138,0,0,0,0.0,0.0,1.0
137,138,1,0,0,0.0,0.0,0.9999999999999999
137,138,2,0,0,0.0,0.0,1.0
137,138,3,0,0,0.0,0.0,1.0
137,138,4,0,0,0.0,0.0,0.9999999999999999
137,138,5,0,0,0.0,0.0,1.0
137,138,6,0,0,0.0,0.0,1.0
137,138,7,0,0,0.0,0.0,1.0
137,138,8,0,0,0.0,0.0,1.0
137,138,9,0,0,0.0,0.0,1.0
137,138,10,0,0,0.0,0.0,1.0
137,138,11,0,0,0.0,0.0,0.9999999999999999
139,7781,0,0,0,0.0,0.0,1.0
139,7781,1,0,0,0.0,0.0,1.0
139,7781,2,0,0,0.0,0.0,1.0
139,7781,3,0,0,0.0,0.0,1.0
139,7781,4,0,0,0.0,0.0,1.0
139,7781,5,0,0,0.0,0.0,1.0
139,7781,6,0,0,0.0,0.0,1.0
139,7781,7,0,0,0.0,0.0,1.0
139,7781,8,0,0,0.0,0.0,1.0
139,7781,9,0,0,0.0,0.0,1.0
139,7781,10,0,0,0.0,0.0,1.0
139,7781,11,0,0,0.0,0.0,1.0
140,1370,0,0,0,0.0,0.0,1.0
140,1370,1,0,0,0.0,0.0,0.9999999999999998
140,1370,2,0,0,0.0,0.0,0.9999999999999999
140,1370,3,0,0,0.0,0.0,1.0
140,1370,4,0,0,0.0,0.0,1.0
140,1370,5,0,0,0.0,0.0,1.0
140,1370,6,0,0,0.0,0.0,0.9999999999999998
140,1370,7,0,0,0.0,0.0,1.0
140,1370,8,0,0,0.0,0.0,0.9999999999999998
140,1370,9,0,0,0.0,0.0,1.0
140,1370,10,0,0,0.0,0.0,0.9999999999999998
140,1370,11,0,0,0.0,0.0,1.0
141,2509,0,0,0,0.0,0.0,0.9999999999999999
141,2509,1,0,0,0.0,0.0,1.0
141,2509,2,0,0,0.0,0.0,1.0
141,2509,3,0,0,0.0,0.0,0.9999999999999998
141,2509,4,0,0,0.0,0.0,1.0
141,2509,5,0,0,0.0,0.0,1.0
141,2509,6,0,0,0.0,0.0,0.9999999999999998
141,2509,7,0,0,0.0,0.0,1.0
141,2509,8,0,0,0.0,0.0,1.0
141,2509,9,0,0,0.0,0.0,0.9999999999999998
141,2509,10,0,0,0.0,0.0,1.0
141,2509,11,0,0,0.0,0.0,0.9999999999999998
142,13803,0,0,0,0.0,0.0,1.0
142,13803,1,0,0,0.0,0.0,1.0
142,13803,2,0,0,0.0,0.0,1.0
142,13803,3,0,0,0.0,0.0,0.9999999999999998
142,13803,4,0,0,0.0,0.0,1.0
142,13803,5,0,0,0.0,0.0,1.0
142,13803,6,0,0,0.0,0.0,1.0
142,13803,7,0,0,0.0,0.0,1.0
142,13803,8,0,0,0.0,0.0,1.0
142,13803,9,0,0,0.0,0.0,1.0
142,13803,10,0,0,0.0,0.0,0.9999999999999999
142,13803,11,0,0,0.0,0.0,1.0
143,144,0,0,0,0.0,0.0,0.9999999999999999
143,144,1,0,0,0.0,0.0,1.0
143,144,2,0,0,0.0,0.0,1.0
143,144,3,0,0,0.0,0.0,0.9999999999999999
143,144,4,0,0,0.0,0.0,0.9999999999999998
143,144,5,0,0,0.0,0.0,1.0
143,144,6,0,0,0.0,0.0,1.0
143,144,7,0,0,0.0,0.0,0.9999999999999998
143,144,8,0,0,0.0,0.0,0.9999999999999999
143,144,9,0,0,0.0,0.0,0.9999999999999998
143,144,10,0,0,0.0,0.0,1.0
143,144,11,0,0,0.0,0.0,1.0
145,463,0,0,0,0.0,0.0,1.0
145,463,1,0,0,0.0,0.0,1.0
145,463,2,0,0,0.0,0.0,1.0
145,463,3,0,0,0.0,0.0,0.9999999999999999
145,463,4,0,0,0.0,0.0,0.9999999999999998
145,463,5,0,0,0.0,0.0,1.0
145,463,6,0,0,0.0,0.0,0.9999999999999999
