record_id,rhythm,start_sample,end_sample,start_s,end_s,duration_s,noise_s_inside,contains_noise
418,N,256884,257249,1027.536,1028.996,1.46,0.0,False
418,VFL,257249,257980,1028.996,1031.92,2.924,0.0,False
418,N,257980,259557,1031.92,1038.228,6.308,0.0,False
418,VFL,259557,261903,1038.228,1047.612,9.384,0.0,False
418,N,261903,262749,1047.612,1050.996,3.384,0.0,False
418,VFL,262749,263519,1050.996,1054.076,3.08,0.0,False
418,N,263519,269307,1054.076,1077.228,23.152,0.0,False
418,VFL,269307,270999,1077.228,1083.996,6.768,0.0,False
418,N,270999,271326,1083.996,1085.304,1.308,0.0,False
418,VFL,271326,271596,1085.304,1086.384,1.08,0.0,False
418,N,271596,272057,1086.384,1088.228,1.844,0.0,False
418,VFL,272057,272384,1088.228,1089.536,1.308,0.0,False
418,N,272384,273673,1089.536,1094.692,5.156,0.0,False
418,VFL,273673,275846,1094.692,1103.384,8.692,0.0,False
418,N,275846,279576,1103.384,1118.304,14.92,0.0,False
418,VFL,279576,281384,1118.304,1125.536,7.232,0.0,False
418,N,281384,289384,1125.536,1157.536,32.0,0.0,False
418,VFL,289384,291211,1157.536,1164.844,7.308,0.0,False
418,N,291211,300480,1164.844,1201.92,37.076,0.0,False
418,VFL,300480,301076,1201.92,1204.304,2.384,0.0,False
418,N,301076,301525,1204.304,1206.1,1.796,0.0,False
418,VFL,301525,301711,1206.1,1206.844,0.744,0.0,False
418,N,301711,302230,1206.844,1208.92,2.076,0.0,False
418,VFL,302230,302538,1208.92,1210.152,1.232,0.0,False
418,N,302538,302871,1210.152,1211.484,1.332,0.0,False
418,VFL,302871,303346,1211.484,1213.384,1.9,0.0,False
418,N,303346,303641,1213.384,1214.564,1.18,0.0,False
418,VFL,303641,304634,1214.564,1218.536,3.972,0.0,False
418,N,304634,311442,1218.536,1245.768,27.232,0.0,False
418,VFL,311442,311807,1245.768,1247.228,1.46,0.0,False
418,N,311807,312096,1247.228,1248.384,1.156,0.0,False
418,VFL,312096,313480,1248.384,1253.92,5.536,0.0,False
418,N,313480,313826,1253.92,1255.304,1.384,0.0,False
418,VFL,313826,314173,1255.304,1256.692,1.388,0.0,False
418,N,314173,314493,1256.692,1257.972,1.28,0.0,False
418,VFL,314493,316807,1257.972,1267.228,9.256,0.0,False
418,N,316807,317237,1267.228,1268.948,1.72,0.0,False
418,VFL,317237,317480,1268.948,1269.92,0.972,0.0,False
418,N,317480,318682,1269.92,1274.728,4.808,0.0,False
418,VFL,318682,319769,1274.728,1279.076,4.348,0.0,False
418,N,319769,327480,1279.076,1309.92,30.844,0.0,False
418,VFL,327480,329038,1309.92,1316.152,6.232,0.0,False
418,N,329038,329365,1316.152,1317.46,1.308,0.0,False
418,VFL,329365,329749,1317.46,1318.996,1.536,0.0,False
418,N,329749,333826,1318.996,1335.304,16.308,0.0,False
418,VFL,333826,334211,1335.304,1336.844,1.54,0.0,False
418,N,334211,339769,1336.844,1359.076,22.232,0.0,False
418,VFL,339769,340019,1359.076,1360.076,1.0,0.0,False
418,N,340019,346634,1360.076,1386.536,26.46,0.0,False
418,VFL,346634,347038,1386.536,1388.152,1.616,0.0,False
418,N,347038,347403,1388.152,1389.612,1.46,0.0,False
418,VFL,347403,347730,1389.612,1390.92,1.308,0.0,False
418,N,347730,357634,1390.92,1430.536,39.616,0.0,False
418,VFL,357634,358403,1430.536,1433.612,3.076,0.0,False
418,N,358403,362711,1433.612,1450.844,17.232,0.0,False
418,VFL,362711,363115,1450.844,1452.46,1.616,0.0,False
418,N,363115,367749,1452.46,1470.996,18.536,0.0,False
418,VFL,367749,368134,1470.996,1472.536,1.54,0.0,False
418,N,368134,368583,1472.536,1474.332,1.796,0.0,False
418,VFL,368583,369211,1474.332,1476.844,2.512,0.0,False
418,N,369211,370153,1476.844,1480.612,3.768,0.0,False
418,VFL,370153,370557,1480.612,1482.228,1.616,0.0,False
418,N,370557,370971,1482.228,1483.884,1.656,0.0,False
418,VFL,370971,371653,1483.884,1486.612,2.728,0.0,False
418,N,371653,372041,1486.612,1488.164,1.552,0.0,False
418,VFL,372041,372692,1488.164,1490.768,2.604,0.0,False
418,N,372692,373076,1490.768,1492.304,1.536,0.0,False
418,VFL,373076,374961,1492.304,1499.844,7.54,0.0,False
418,N,374961,384096,1499.844,1536.384,36.54,0.0,False
418,VFL,384096,384942,1536.384,1539.768,3.384,0.0,False
418,N,384942,386903,1539.768,1547.612,7.844,0.0,False
418,VFL,386903,389365,1547.612,1557.46,9.848,0.0,False
418,N,389365,396833,1557.46,1587.332,29.872,0.0,False
418,VFL,396833,397249,1587.332,1588.996,1.664,0.0,False
418,N,397249,400769,1588.996,1603.076,14.08,0.0,False
418,VFL,400769,401423,1603.076,1605.692,2.616,0.0,False
418,N,401423,525000,1605.692,2100.0,494.308,0.0,False
419,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
419,N,18,10201,0.072,40.804,40.732,0.0,False
419,VFL,10201,11326,40.804,45.304,4.5,0.0,False
419,N,11326,17391,45.304,69.564,24.26,0.0,False
419,VFL,17391,18115,69.564,72.46,2.896,0.0,False
419,N,18115,18621,72.46,74.484,2.024,0.0,False
419,VFL,18621,19326,74.484,77.304,2.82,0.0,False
419,N,19326,20064,77.304,80.256,2.952,0.0,False
419,VFL,20064,20381,80.256,81.524,1.268,0.0,False
419,N,20381,20583,81.524,82.332,0.808,0.0,False
419,VFL,20583,20903,82.332,83.612,1.28,0.0,False
419,N,20903,22153,83.612,88.612,5.0,0.0,False
419,VFL,22153,22538,88.612,90.152,1.54,0.0,False
419,N,22538,22990,90.152,91.96,1.808,0.0,False
419,VFL,22990,23269,91.96,93.076,1.116,0.0,False
419,N,23269,23560,93.076,94.24,1.164,0.0,False
419,VFL,23560,23846,94.24,95.384,1.144,0.0,False
419,N,23846,26499,95.384,105.996,10.612,0.0,False
419,VFL,26499,26788,105.996,107.152,1.156,0.0,False
419,N,26788,27621,107.152,110.484,3.332,0.0,False
419,VFL,27621,28211,110.484,112.844,2.36,0.0,False
419,N,28211,31141,112.844,124.564,11.72,0.0,False
419,VFL,31141,31653,124.564,126.612,2.048,0.0,False
419,N,31653,32557,126.612,130.228,3.616,0.0,False
419,VFL,32557,32826,130.228,131.304,1.076,0.0,False
419,N,32826,33852,131.304,135.408,4.104,0.0,False
419,VFL,33852,34115,135.408,136.46,1.052,0.0,False
419,N,34115,35544,136.46,142.176,5.716,0.0,False
419,VFL,35544,35807,142.176,143.228,1.052,0.0,False
419,N,35807,37221,143.228,148.884,5.656,0.0,False
419,VFL,37221,37480,148.884,149.92,1.036,0.0,False
419,N,37480,38903,149.92,155.612,5.692,0.0,False
419,VFL,38903,39173,155.612,156.692,1.08,0.0,False
419,N,39173,39576,156.692,158.304,1.612,0.0,False
419,VFL,39576,40076,158.304,160.304,2.0,0.0,False
419,N,40076,40865,160.304,163.46,3.156,0.0,False
419,VFL,40865,41634,163.46,166.536,3.076,0.0,False
419,N,41634,43102,166.536,172.408,5.872,0.0,False
419,VFL,43102,43403,172.408,173.612,1.204,0.0,False
419,N,43403,44423,173.612,177.692,4.08,0.0,False
419,VFL,44423,44999,177.692,179.996,2.304,0.0,False
419,N,44999,45817,179.996,183.268,3.272,0.0,False
419,VFL,45817,46480,183.268,185.92,2.652,0.0,False
419,N,46480,47615,185.92,190.46,4.54,0.0,False
419,VFL,47615,47923,190.46,191.692,1.232,0.0,False
419,N,47923,48307,191.692,193.228,1.536,0.0,False
419,VFL,48307,48615,193.228,194.46,1.232,0.0,False
419,N,48615,49583,194.46,198.332,3.872,0.0,False
419,VFL,49583,49884,198.332,199.536,1.204,0.0,False
419,N,49884,50852,199.536,203.408,3.872,0.0,False
419,VFL,50852,51173,203.408,204.692,1.284,0.0,False
419,N,51173,51564,204.692,206.256,1.564,0.0,False
419,VFL,51564,51865,206.256,207.46,1.204,0.0,False
419,N,51865,53099,207.46,212.396,4.936,0.0,False
419,VFL,53099,53403,212.396,213.612,1.216,0.0,False
419,N,53403,144330,213.612,577.32,363.708,0.0,False
419,VFL,144330,187903,577.32,751.612,174.292,100.46,True
419,N,187903,229923,751.612,919.692,168.08,0.0,False
419,VFL,229923,241115,919.692,964.46,44.768,9.308,True
419,N,241115,345211,964.46,1380.844,416.384,0.0,False
419,VFL,345211,525000,1380.844,2100.0,719.156,665.968,True
420,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
420,N,18,357538,0.072,1430.152,1430.08,109.924,True
420,VT,357538,525000,1430.152,2100.0,669.848,387.772,True
421,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
421,N,18,223538,0.072,894.152,894.08,343.996,True
421,VT,223538,224846,894.152,899.384,5.232,0.0,False
421,N,224846,227865,899.384,911.46,12.076,0.0,False
421,VT,227865,228634,911.46,914.536,3.076,0.0,False
421,N,228634,229326,914.536,917.304,2.768,0.0,False
421,VT,229326,229846,917.304,919.384,2.08,0.0,False
421,N,229846,230115,919.384,920.46,1.076,0.0,False
421,VT,230115,230576,920.46,922.304,1.844,0.0,False
421,N,230576,230884,922.304,923.536,1.232,0.0,False
421,VT,230884,231538,923.536,926.152,2.616,0.0,False
421,N,231538,231807,926.152,927.228,1.076,0.0,False
421,VT,231807,232249,927.228,928.996,1.768,0.0,False
421,N,232249,232461,928.996,929.844,0.848,0.0,False
421,VT,232461,232865,929.844,931.46,1.616,0.0,False
421,N,232865,233115,931.46,932.46,1.0,0.0,False
421,VT,233115,233749,932.46,934.996,2.536,0.0,False
421,N,233749,234365,934.996,937.46,2.464,0.0,False
421,VT,234365,235019,937.46,940.076,2.616,0.0,False
421,N,235019,235615,940.076,942.46,2.384,0.0,False
421,VT,235615,236326,942.46,945.304,2.844,0.0,False
421,N,236326,236653,945.304,946.612,1.308,0.0,False
421,VT,236653,237173,946.612,948.692,2.08,0.0,False
421,N,237173,237403,948.692,949.612,0.92,0.0,False
421,VT,237403,237826,949.612,951.304,1.692,0.0,False
421,N,237826,238134,951.304,952.536,1.232,0.0,False
421,VT,238134,238596,952.536,954.384,1.848,0.0,False
421,N,238596,238884,954.384,955.536,1.152,0.0,False
421,VT,238884,239269,955.536,957.076,1.54,0.0,False
421,N,239269,239615,957.076,958.46,1.384,0.0,False
421,VT,239615,240057,958.46,960.228,1.768,0.0,False
421,N,240057,240326,960.228,961.304,1.076,0.0,False
421,VT,240326,240730,961.304,962.92,1.616,0.0,False
421,N,240730,241038,962.92,964.152,1.232,0.0,False
421,VT,241038,241442,964.152,965.768,1.616,0.0,False
421,N,241442,241769,965.768,967.076,1.308,0.0,False
421,VT,241769,242192,967.076,968.768,1.692,0.0,False
421,N,242192,281499,968.768,1125.996,157.228,69.54,True
421,VT,281499,285307,1125.996,1141.228,15.232,0.0,False
421,N,285307,285673,1141.228,1142.692,1.464,0.0,False
421,VT,285673,286730,1142.692,1146.92,4.228,0.0,False
421,N,286730,287019,1146.92,1148.076,1.156,0.0,False
421,VT,287019,287673,1148.076,1150.692,2.616,0.0,False
421,N,287673,287961,1150.692,1151.844,1.152,0.0,False
421,VT,287961,289019,1151.844,1156.076,4.232,0.0,False
421,N,289019,289269,1156.076,1157.076,1.0,0.0,False
421,VT,289269,290096,1157.076,1160.384,3.308,0.0,False
421,N,290096,290461,1160.384,1161.844,1.46,0.0,False
421,VT,290461,291307,1161.844,1165.228,3.384,0.0,False
421,N,291307,291596,1165.228,1166.384,1.156,0.0,False
421,VT,291596,292615,1166.384,1170.46,4.076,0.0,False
421,N,292615,292980,1170.46,1171.92,1.46,0.0,False
421,VT,292980,293903,1171.92,1175.612,3.692,0.0,False
421,N,293903,294211,1175.612,1176.844,1.232,0.0,False
421,VT,294211,294826,1176.844,1179.304,2.46,0.0,False
421,N,294826,295192,1179.304,1180.768,1.464,0.0,False
421,VT,295192,295942,1180.768,1183.768,3.0,0.0,False
421,N,295942,296288,1183.768,1185.152,1.384,0.0,False
421,VT,296288,297076,1185.152,1188.304,3.152,0.0,False
421,N,297076,297346,1188.304,1189.384,1.08,0.0,False
421,VT,297346,298096,1189.384,1192.384,3.0,0.0,False
421,N,298096,298384,1192.384,1193.536,1.152,0.0,False
421,VT,298384,299173,1193.536,1196.692,3.156,0.0,False
421,N,299173,299442,1196.692,1197.768,1.076,0.0,False
421,VT,299442,300192,1197.768,1200.768,3.0,0.0,False
421,N,300192,300461,1200.768,1201.844,1.076,0.0,False
421,VT,300461,301249,1201.844,1204.996,3.152,0.0,False
421,N,301249,301519,1204.996,1206.076,1.08,0.0,False
421,VT,301519,302269,1206.076,1209.076,3.0,0.0,False
421,N,302269,302538,1209.076,1210.152,1.076,0.0,False
421,VT,302538,303269,1210.152,1213.076,2.924,0.0,False
421,N,303269,303634,1213.076,1214.536,1.46,0.0,False
421,VT,303634,304826,1214.536,1219.304,4.768,0.0,False
421,N,304826,305153,1219.304,1220.612,1.308,0.0,False
421,VT,305153,305884,1220.612,1223.536,2.924,0.0,False
421,N,305884,306134,1223.536,1224.536,1.0,0.0,False
421,VT,306134,306961,1224.536,1227.844,3.308,0.0,False
421,N,306961,307230,1227.844,1228.92,1.076,0.0,False
421,VT,307230,308057,1228.92,1232.228,3.308,0.0,False
421,N,308057,308442,1232.228,1233.768,1.54,0.0,False
421,VT,308442,309480,1233.768,1237.92,4.152,0.0,False
421,N,309480,309807,1237.92,1239.228,1.308,0.0,False
421,VT,309807,311576,1239.228,1246.304,7.076,0.0,False
421,N,311576,312711,1246.304,1250.844,4.54,0.0,False
421,VT,312711,317365,1250.844,1269.46,18.616,4.0,True
421,N,317365,318153,1269.46,1272.612,3.152,0.0,False
421,VT,318153,320326,1272.612,1281.304,8.692,0.0,False
421,N,320326,320826,1281.304,1283.304,2.0,0.0,False
421,VT,320826,322269,1283.304,1289.076,5.772,0.0,False
421,N,322269,322673,1289.076,1290.692,1.616,0.0,False
421,VT,322673,324096,1290.692,1296.384,5.692,0.0,False
421,N,324096,324519,1296.384,1298.076,1.692,0.0,False
421,VT,324519,325923,1298.076,1303.692,5.616,0.0,False
421,N,325923,326326,1303.692,1305.304,1.612,0.0,False
421,VT,326326,328269,1305.304,1313.076,7.772,0.0,False
421,N,328269,328615,1313.076,1314.46,1.384,0.0,False
421,VT,328615,330230,1314.46,1320.92,6.46,0.0,False
421,N,330230,330865,1320.92,1323.46,2.54,0.0,False
421,VT,330865,332730,1323.46,1330.92,7.46,0.0,False
421,N,332730,333961,1330.92,1335.844,4.924,0.0,False
421,VT,333961,371519,1335.844,1486.076,150.232,0.0,False
421,N,371519,525000,1486.076,2100.0,613.924,16.308,True
422,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
422,N,18,333211,0.072,1332.844,1332.772,158.916,True
422,VT,333211,333711,1332.844,1334.844,2.0,0.0,False
422,N,333711,333942,1334.844,1335.768,0.924,0.0,False
422,VT,333942,383788,1335.768,1535.152,199.384,6.308,True
422,VFIB,383788,525000,1535.152,2100.0,564.848,45.156,True
423,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
423,N,18,224615,0.072,898.46,898.388,10.924,True
423,VT,224615,340057,898.46,1360.228,461.768,6.152,True
423,ASYS,340057,342615,1360.228,1370.46,10.232,0.0,False
423,NOD,342615,348499,1370.46,1393.996,23.536,0.0,False
423,N,348499,376557,1393.996,1506.228,112.232,0.0,False
423,AFIB,376557,378423,1506.228,1513.692,7.464,0.0,False
423,N,378423,387442,1513.692,1549.768,36.076,0.0,False
423,AFIB,387442,525000,1549.768,2100.0,550.232,545.924,True
424,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
424,N,18,314749,0.072,1258.996,1258.924,0.0,False
424,VFIB,314749,342634,1258.996,1370.536,111.54,5.844,True
424,ASYS,342634,345788,1370.536,1383.152,12.616,0.0,False
424,NOD,345788,360826,1383.152,1443.304,60.152,0.0,False
424,NSR,360826,368961,1443.304,1475.844,32.54,0.0,False
424,VFL,368961,384365,1475.844,1537.46,61.616,3.768,True
424,ASYS,384365,398346,1537.46,1593.384,55.924,3.228,True
424,NOD,398346,411461,1593.384,1645.844,52.46,0.0,False
424,NSR,411461,525000,1645.844,2100.0,454.156,267.54,True
425,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
425,N,18,232403,0.072,929.612,929.54,86.0,True
425,VT,232403,256602,929.612,1026.408,96.796,68.0,True
425,B,256602,284624,1026.408,1138.496,112.088,0.0,False
425,N,284624,360221,1138.496,1440.884,302.388,146.924,True
425,B,360221,413663,1440.884,1654.652,213.768,0.0,False
425,N,413663,525000,1654.652,2100.0,445.348,0.0,False
426,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
426,N,18,161432,0.072,645.728,645.656,0.0,False
426,VF,161432,395288,645.728,1581.152,935.424,350.076,True
426,N,395288,416961,1581.152,1667.844,86.692,0.0,False
426,VT,416961,442538,1667.844,1770.152,102.308,67.308,True
426,SVTA,442538,444269,1770.152,1777.076,6.924,0.0,False
426,VT,444269,448115,1777.076,1792.46,15.384,0.0,False
426,SVTA,448115,458522,1792.46,1834.088,41.628,0.0,False
426,VT,458522,459791,1834.088,1839.164,5.076,0.0,False
426,SVTA,459791,468003,1839.164,1872.012,32.848,0.0,False
426,VF,468003,499753,1872.012,1999.012,127.0,64.0,True
426,N,499753,525000,1999.012,2100.0,100.988,0.0,False
427,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
427,N,18,162124,0.072,648.496,648.424,0.0,False
427,VT,162124,383259,648.496,1533.036,884.54,0.0,False
427,ASYS,383259,525000,1533.036,2100.0,566.964,0.0,False
428,UNLABELED_START,0,38,0.0,0.152,0.152,0.0,False
428,BI,38,421865,0.152,1687.46,1687.308,11.46,True
428,VT,421865,422346,1687.46,1689.384,1.924,0.0,False
428,BI,422346,430711,1689.384,1722.844,33.46,0.0,False
428,VT,430711,431576,1722.844,1726.304,3.46,0.0,False
428,BI,431576,480826,1726.304,1923.304,197.0,0.0,False
428,VT,480826,491038,1923.304,1964.152,40.848,0.0,False
428,BI,491038,525000,1964.152,2100.0,135.848,0.0,False
429,UNLABELED_START,0,41,0.0,0.164,0.164,0.0,False
429,BI,41,100634,0.164,402.536,402.372,0.0,False
429,VT,100634,102134,402.536,408.536,6.0,0.0,False
429,BI,102134,463807,408.536,1855.228,1446.692,178.612,True
429,VFL,463807,466249,1855.228,1864.996,9.768,0.0,False
429,BI,466249,486105,1864.996,1944.42,79.424,0.0,False
429,VT,486105,486490,1944.42,1945.96,1.54,0.0,False
429,BI,486490,486894,1945.96,1947.576,1.616,0.0,False
429,VT,486894,487394,1947.576,1949.576,2.0,0.0,False
429,BI,487394,498778,1949.576,1995.112,45.536,11.848,True
429,VFL,498778,519298,1995.112,2077.192,82.08,0.0,False
429,BI,519298,525000,2077.192,2100.0,22.808,0.0,False
430,UNLABELED_START,0,28,0.0,0.112,0.112,0.0,False
430,BI,28,51903,0.112,207.612,207.5,0.0,False
430,VT,51903,53211,207.612,212.844,5.232,0.0,False
430,BI,53211,94423,212.844,377.692,164.848,30.076,True
430,VT,94423,94903,377.692,379.612,1.92,0.0,False
430,BI,94903,99557,379.612,398.228,18.616,0.0,False
430,VFL,99557,120807,398.228,483.228,85.0,11.0,True
430,VF,120807,131153,483.228,524.612,41.384,0.0,False
430,ASYS,131153,134519,524.612,538.076,13.464,0.0,False
430,SBR,134519,138076,538.076,552.304,14.228,0.0,False
430,HGEA,138076,156576,552.304,626.304,74.0,0.0,False
430,VT,156576,157923,626.304,631.692,5.388,0.0,False
430,HGEA,157923,163192,631.692,652.768,21.076,0.0,False
430,VT,163192,169179,652.768,676.716,23.948,0.0,False
430,ASYS,169179,170237,676.716,680.948,4.232,0.0,False
430,HGEA,170237,172275,680.948,689.1,8.152,0.0,False
430,VT,172275,173891,689.1,695.564,6.464,0.0,False
430,HGEA,173891,175429,695.564,701.716,6.152,0.0,False
430,VF,175429,193891,701.716,775.564,73.848,0.0,False
430,ASYS,193891,196217,775.564,784.868,9.304,0.0,False
430,VF,196217,273294,784.868,1093.176,308.308,0.0,False
430,ASYS,273294,274391,1093.176,1097.564,4.388,0.0,False
430,VF,274391,310544,1097.564,1242.176,144.612,0.0,False
430,ASYS,310544,315333,1242.176,1261.332,19.156,0.0,False
430,SBR,315333,319871,1261.332,1279.484,18.152,0.0,False
430,VF,319871,406794,1279.484,1627.176,347.692,0.0,False
430,ASYS,406794,407102,1627.176,1628.408,1.232,0.0,False
430,VER,407102,415025,1628.408,1660.1,31.692,0.0,False
430,VT,415025,489621,1660.1,1958.484,298.384,0.0,False
430,VER,489621,493794,1958.484,1975.176,16.692,0.0,False
430,VF,493794,525000,1975.176,2100.0,124.824,0.0,False
602,UNLABELED_START,0,64,0.0,0.256,0.256,0.0,False
602,PM,64,121275,0.256,485.1,484.844,0.0,False
602,VT,121275,121756,485.1,487.024,1.924,0.0,False
602,PM,121756,286814,487.024,1147.256,660.232,0.0,False
602,VT,286814,287333,1147.256,1149.332,2.076,0.0,False
602,PM,287333,289352,1149.332,1157.408,8.076,0.0,False
602,VT,289352,289910,1157.408,1159.64,2.232,0.0,False
602,PM,289910,311833,1159.64,1247.332,87.692,0.0,False
602,VT,311833,408525,1247.332,1634.1,386.768,0.0,False
602,ASYS,408525,411044,1634.1,1644.176,10.076,0.0,False
602,N,411044,467987,1644.176,1871.948,227.772,182.0,True
602,PM,467987,525000,1871.948,2100.0,228.052,0.0,False
605,UNLABELED_START,0,411942,0.0,1647.768,1647.768,1647.512,True
605,VT,411942,525000,1647.768,2100.0,452.232,423.54,True
607,UNLABELED_START,0,38,0.0,0.152,0.152,0.0,False
607,NOD,38,33461,0.152,133.844,133.692,0.0,False
607,VT,33461,33961,133.844,135.844,2.0,0.0,False
607,NOD,33961,395461,135.844,1581.844,1446.0,0.0,False
607,VT,395461,428384,1581.844,1713.536,131.692,0.0,False
607,ASYS,428384,450307,1713.536,1801.228,87.692,0.0,False
607,NOD,450307,462134,1801.228,1848.536,47.308,0.0,False
607,VT,462134,465134,1848.536,1860.536,12.0,0.0,False
607,SVTA,465134,471519,1860.536,1886.076,25.54,0.0,False
607,VT,471519,473673,1886.076,1894.692,8.616,0.0,False
607,SVTA,473673,525000,1894.692,2100.0,205.308,0.0,False
609,UNLABELED_START,0,25,0.0,0.1,0.1,0.0,False
609,AFIB,25,255275,0.1,1021.1,1021.0,0.0,False
609,VFL,255275,260641,1021.1,1042.564,21.464,0.0,False
609,VER,260641,262256,1042.564,1049.024,6.46,0.0,False
609,N,262256,291506,1049.024,1166.024,117.0,0.0,False
609,VT,291506,293102,1166.024,1172.408,6.384,0.0,False
609,HGEA,293102,298641,1172.408,1194.564,22.156,0.0,False
609,N,298641,313794,1194.564,1255.176,60.612,0.0,False
609,HGEA,313794,324294,1255.176,1297.176,42.0,0.0,False
609,N,324294,483179,1297.176,1932.716,635.54,0.0,False
609,HGEA,483179,505179,1932.716,2020.716,88.0,0.0,False
609,N,505179,520064,2020.716,2080.256,59.54,0.0,False
609,HGEA,520064,525000,2080.256,2100.0,19.744,0.0,False
610,UNLABELED_START,0,13999,0.0,55.996,55.996,0.0,False
610,N,13999,28192,55.996,112.768,56.772,0.0,False
610,HGEA,28192,55826,112.768,223.304,110.536,0.0,False
610,N,55826,64326,223.304,257.304,34.0,0.0,False
610,HGEA,64326,76346,257.304,305.384,48.08,0.0,False
610,N,76346,92153,305.384,368.612,63.228,0.0,False
610,HGEA,92153,100884,368.612,403.536,34.924,0.0,False
610,N,100884,108923,403.536,435.692,32.156,0.0,False
610,HGEA,108923,122057,435.692,488.228,52.536,0.0,False
610,N,122057,133096,488.228,532.384,44.156,0.0,False
610,HGEA,133096,167999,532.384,671.996,139.612,0.0,False
610,N,167999,180807,671.996,723.228,51.232,0.0,False
610,HGEA,180807,190288,723.228,761.152,37.924,0.0,False
610,N,190288,202499,761.152,809.996,48.844,0.0,False
610,HGEA,202499,214807,809.996,859.228,49.232,7.232,True
610,N,214807,324423,859.228,1297.692,438.464,18.232,True
610,HGEA,324423,342442,1297.692,1369.768,72.076,0.0,False
610,N,342442,417480,1369.768,1669.92,300.152,0.0,False
610,HGEA,417480,428173,1669.92,1712.692,42.772,0.0,False
610,N,428173,456365,1712.692,1825.46,112.768,0.0,False
610,HGEA,456365,459865,1825.46,1839.46,14.0,0.0,False
610,VT,459865,461326,1839.46,1845.304,5.844,0.0,False
610,HGEA,461326,477076,1845.304,1908.304,63.0,0.0,False
610,N,477076,525000,1908.304,2100.0,191.696,0.0,False
611,UNLABELED_START,0,38,0.0,0.152,0.152,0.0,False
611,SVTA,38,299057,0.152,1196.228,1196.076,0.0,False
611,VT,299057,525000,1196.228,2100.0,903.772,0.0,False
612,UNLABELED_START,0,18,0.0,0.072,0.072,0.0,False
612,N,18,426846,0.072,1707.384,1707.312,0.0,False
612,VT,426846,525000,1707.384,2100.0,392.616,0.0,False
614,UNLABELED_START,0,70,0.0,0.28,0.28,0.0,False
614,B,70,1288,0.28,5.152,4.872,0.0,False
614,N,1288,42153,5.152,168.612,163.46,0.0,False
614,B,42153,44346,168.612,177.384,8.772,0.0,False
